identificador,CCID,Data / Entrega,Requisição,Cliente,Local de Entrega,Modelo,SLA de Inserção,SLA de Viagem,SLA de retirada,SLA / Envio ao Brasil,SLA da Operação,Data / Inserção,Data / Chegada no Destino,Data / Retirada,Data / Envio ao Brasil,Data / Brasil,BL,Container,Status / Operação,Reposição,Observação,latitude,longitude
791306,,2024-11-01,,Nkg,Varginha/MG,Tetis Dry,0.0,42,3,,,2024-11-01,2024-12-13,2024-12-16,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
791309,,2024-04-17,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,38,,,,2024-04-17,2024-05-25,,,,,,No destino,Fora do Prazo,,,
791310,,2024-04-26,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,2024-04-26,,,,,,,Em viagem,Fora do Prazo,,,
791314,,2024-09-12,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-09-12,,,,,,,Em viagem,Fora do Prazo,,,
791319,,2024-11-27,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,42,2,14.0,,2024-11-27,2025-01-08,2025-01-10,2025-01-24,,,,Em reversa para o Brasil,Dentro do Prazo,,,
791320,,2024-10-29,,Nkg,Varginha/MG,Tetis Dry,0.0,72,-23,,,2024-10-29,2025-01-09,2024-12-17,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
791326,,2024-07-30,,Nkg,Varginha/MG,Tetis Dry,0.0,161,,,,2024-07-30,2025-01-07,,,,,,No destino,Fora do Prazo,,,
791328,,2024-11-01,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,70.0,,,,,2025-01-10,,,,,,,Em viagem,Fora do Prazo,,,
791329,,2024-11-20,,CarmoCoffee,Tres Coraçoes/MG,Tetis Dry,0.0,29,1,,,2024-11-20,2024-12-19,2024-12-20,,,,,"Retirado, Ag. Envio",Dentro do Prazo,,,
791330,,,,Golden,Santo André/SP,Tetis Dry,0.0,,,,,,,,,,,,Estoque Cliente,Fora do Prazo,Eq. Não Encontrado,,
791341,,2024-08-09,,Nkg,Varginha/MG,Tetis Dry,0.0,117,0,,,2024-08-09,2024-12-04,2024-12-04,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
791342,,2024-06-08,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,94,71,8.0,195.0,2024-06-08,2024-09-10,2024-11-20,2024-11-28,2024-12-20,,,Reversa finalizada,Fora do Prazo,,,
791353,,2024-10-19,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-10-19,,,,,,,Em viagem,Fora do Prazo,,,
791354,,2024-11-25,,Cooxupe,Guaxupe/SP,Tetis Dry,4.0,,,,,2024-11-29,,,,,,,Em viagem,Dentro do Prazo,,,
791356,,2024-11-25,,Cooxupe,Guaxupe/SP,Tetis Dry,4.0,,,,,2024-11-29,,,,,,,Em viagem,Dentro do Prazo,,,
791359,,2024-11-11,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-11-11,,,,,,,Em viagem,Fora do Prazo,,,
791361,,2024-11-08,,Expocaccer,Patrocinio/MG,Tetis Dry,0.0,,,,,2024-11-08,,,,,,,Em viagem,Fora do Prazo,,,
791362,,2024-11-11,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-11-11,,,,,,,Em viagem,Fora do Prazo,,,
791366,,2024-08-28,,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,0.0,51,0,,,2024-08-28,2024-10-18,2024-10-18,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
791370,,2024-10-30,,Nkg,Varginha/MG,Tetis Dry,0.0,44,3,,,2024-10-30,2024-12-13,2024-12-16,,,MAEU245893092,TEMU5076534,"Retirado, Ag. Envio",Fora do Prazo,,,
791371,,,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,,,,,,,,Extraviado,Fora do Prazo,,,
791377,,2024-08-27,,Nkg,Varginha/MG,Tetis Dry,0.0,45,40,8.0,115.0,2024-08-27,2024-10-11,2024-11-20,2024-11-28,2024-12-20,,,Reversa finalizada,Fora do Prazo,,,
791395,,2024-05-29,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,78,,,,2024-05-29,2024-08-15,,,,,,No destino,Fora do Prazo,,,
791403,,2024-05-12,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,78,114,8.0,222.0,2024-05-12,2024-07-29,2024-11-20,2024-11-28,2024-12-20,,,Reversa finalizada,Fora do Prazo,,,
791415,,2024-05-28,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,71,49,,,2024-05-28,2024-08-07,2024-09-25,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
791417,,2024-11-19,,CarmoCoffee,Tres Coraçoes/MG,Tetis Dry,0.0,31,3,,,2024-11-19,2024-12-20,2024-12-23,,,,,"Retirado, Ag. Envio",Dentro do Prazo,,,
791419,,2024-07-02,,Nkg,Varginha/MG,Tetis Dry,0.0,45,11,,,2024-07-02,2024-08-16,2024-08-27,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
791420,,2024-07-03,,Nkg,Varginha/MG,Tetis Dry,0.0,44,,,,2024-07-03,2024-08-16,,,,,,No destino,Fora do Prazo,,,
791424,,2024-08-30,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,,,,,2024-08-30,,,,,,,Em viagem,Fora do Prazo,,,
791426,,2024-10-30,,Nkg,Varginha/MG,Tetis Dry,0.0,49,0,,,2024-10-30,2024-12-18,2024-12-18,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
791431,,2024-10-01,,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,0.0,32,3,,,2024-10-01,2024-11-02,2024-11-05,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
791432,,2024-08-29,,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,0.0,74,38,,,2024-08-29,2024-11-11,2024-12-19,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
791435,,2024-12-02,,Nkg,Varginha/MG,Tetis Dry,9.0,,,,,2024-12-11,,,,,,,Em viagem,Dentro do Prazo,,,
791441,,,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,,,,,,,,Extraviado,Fora do Prazo,,,
791443,,2024-07-02,,Nkg,Varginha/MG,Tetis Dry,0.0,50,78,,,2024-07-02,2024-08-21,2024-11-07,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
791446,,2024-11-06,,CarmoCoffee,Tres Coraçoes/MG,Tetis Dry,0.0,64,1,14.0,,2024-11-06,2025-01-09,2025-01-10,2025-01-24,,,,Em reversa para o Brasil,Fora do Prazo,,,
791449,,2024-10-28,,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,0.0,,,,,2024-10-28,,,,,,,Em viagem,Fora do Prazo,,,
791451,,2024-11-06,,CarmoCoffee,Tres Coraçoes/MG,Tetis Dry,0.0,62,3,14.0,,2024-11-06,2025-01-07,2025-01-10,2025-01-24,,,,Em reversa para o Brasil,Fora do Prazo,,,
791459,,2024-07-30,,Nkg,Varginha/MG,Tetis Dry,94.0,69,-23,,,2024-11-01,2025-01-09,2024-12-17,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
791468,,2024-09-20,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,2024-09-20,,,,,,,Em viagem,Fora do Prazo,,,
791469,,2024-11-06,,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,0.0,,,,,2024-11-06,,,,,,,Em viagem,Fora do Prazo,,,
791472,,2024-10-01,,Nkg,Varginha/MG,Tetis Dry,0.0,71,0,,,2024-10-01,2024-12-11,2024-12-11,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
791480,,2024-09-13,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,66,0,,,2024-09-13,2024-11-18,2024-11-18,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
791481,,2024-08-26,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,59,1,,,2024-08-26,2024-10-24,2024-10-25,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
791482,,2024-07-03,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-07-03,,,,,,,Em viagem,Fora do Prazo,,,
791484,,2024-11-16,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-11-16,,,,,,,Em viagem,Dentro do Prazo,,,
791485,,2024-06-14,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,70,91,12.0,203.0,2024-06-14,2024-08-23,2024-11-22,2024-12-04,2025-01-03,,,Reversa finalizada,Fora do Prazo,,,
791486,,2024-10-01,,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,0.0,35,4,,,2024-10-01,2024-11-05,2024-11-09,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
791487,,2024-07-02,,Nkg,Varginha/MG,Tetis Dry,0.0,50,43,,,2024-07-02,2024-08-21,2024-10-03,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
791490,,2024-10-10,,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,0.0,,,,,2024-10-10,,,,,,,Em viagem,Fora do Prazo,,,
791491,,2024-11-14,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-11-14,,,,,,,Em viagem,Fora do Prazo,,,
791492,,2024-08-21,,Nkg,Varginha/MG,Tetis Dry,0.0,61,0,,,2024-08-21,2024-10-21,2024-10-21,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
791493,,2024-11-14,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,,,,,2024-11-14,,,,,,,Em viagem,Fora do Prazo,,,
791495,,2024-11-13,,Volcafe,Varginha/MG,Tetis Dry,0.0,58,0,14.0,,2024-11-13,2025-01-10,2025-01-10,2025-01-24,,,,Em reversa para o Brasil,Fora do Prazo,,,
791499,,2024-11-12,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-11-12,,,,,,,Em viagem,Fora do Prazo,,,
791500,,2024-09-24,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-09-24,,,,,,,Em viagem,Fora do Prazo,,,
791501,,2024-10-25,,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,0.0,48,3,,,2024-10-25,2024-12-12,2024-12-15,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
791502,,2024-11-12,,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,0.0,,,,,2024-11-12,,,,,,,Em viagem,Fora do Prazo,,,
791507,,2024-11-08,,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,0.0,,,,,2024-11-08,,,,,,,Em viagem,Fora do Prazo,,,
791509,,2024-10-09,,Nkg,Varginha/MG,Tetis Dry,0.0,51,3,,,2024-10-09,2024-11-29,2024-12-02,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
791514,,2024-10-24,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-10-24,,,,,,,Em viagem,Fora do Prazo,,,
791522,,2024-04-26,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-04-26,,,,,,,Em viagem,Fora do Prazo,,,
791523,,2024-11-13,,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,0.0,57,1,14.0,,2024-11-13,2025-01-09,2025-01-10,2025-01-24,,,,Em reversa para o Brasil,Fora do Prazo,,,
791525,,2024-11-14,,Nkg,Varginha/MG,Tetis Dry,0.0,57,,,,2024-11-14,2025-01-10,,,,,,No destino,Fora do Prazo,,,
791526,,2024-11-13,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-11-13,,,,,,,Em viagem,Fora do Prazo,,,
791528,,2024-08-19,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,58,,,,2024-08-19,2024-10-16,,,,,,No destino,Fora do Prazo,,,
791530,,2024-10-16,,Volcafe,Varginha/MG,Tetis Dry,0.0,,,,,2024-10-16,,,,,,,Em viagem,Fora do Prazo,,,
791532,,2024-12-02,,Nkg,Varginha/MG,Tetis Dry,25.0,,,,,2024-12-27,,,,,,,Em viagem,Dentro do Prazo,,,
791533,,2024-08-28,,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,0.0,,,,,2024-08-28,,,,,,,Em viagem,Fora do Prazo,,,
791544,,2024-10-09,601,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,0.0,36,6,8.0,72.0,2024-10-09,2024-11-14,2024-11-20,2024-11-28,2024-12-20,,,Reversa finalizada,Fora do Prazo,,,
791562,,2024-11-19,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-11-19,,,,,,,Em viagem,Dentro do Prazo,,,
791567,,2024-10-09,601,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,0.0,40,2,8.0,72.0,2024-10-09,2024-11-18,2024-11-20,2024-11-28,2024-12-20,,,Reversa finalizada,Fora do Prazo,,,
510339,5170220424435191,2024-12-16,601,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,3.0,,,,,2024-12-19,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 14/12,,
510332,5170220424435209,2024-12-16,601,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,2.0,,,,,2024-12-18,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 14/12,,
510307,5170220424435217,2024-12-16,601,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,1.0,,,,,2024-12-17,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 14/12,,
510696,5170220424435225,2024-12-16,601,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,2.0,,,,,2024-12-18,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 14/12,,
510636,5170220424435266,2024-12-16,601,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,2.0,,,,,2024-12-18,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 14/12,,
510283,5170220424435258,2024-12-16,601,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,2.0,,,,,2024-12-18,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 14/12,,
769897,5170220424435241,2024-12-16,601,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,2.0,,,,,2024-12-18,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 14/12,,
510772,5170220424435233,2024-12-16,601,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,2.0,,,,,2024-12-18,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 14/12,,
510504,5170220424435274,2024-12-16,601,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,42.0,,,,,2025-01-27,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 14/12,,
510630,5170220424435282,2024-12-16,601,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,2.0,,,,,2024-12-18,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 14/12,,
510318,5170220424435357,2024-12-16,601,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,2.0,,,,,2024-12-18,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 14/12,,
510764,5170220424435340,2024-12-16,601,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,2.0,,,,,2024-12-18,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 14/12,,
510519,5170220424435316,2024-12-16,602,Cooxupe,Guaxupe/SP,Tetis Dry,2.0,,,,,2024-12-18,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 14/12,,
510343,5170220424435324,2024-12-16,602,Cooxupe,Guaxupe/SP,Tetis Dry,5.0,,,,,2024-12-21,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 14/12,,
786537,5170220424435332,2024-12-16,602,Cooxupe,Guaxupe/SP,Tetis Dry,4.0,,,,,2024-12-20,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 14/12,,
769917,5170220424435308,2024-12-16,602,Cooxupe,Guaxupe/SP,Tetis Dry,5.0,,,,,2024-12-21,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 14/12,,
786221,5170220424435290,2024-12-16,602,Cooxupe,Guaxupe/SP,Tetis Dry,5.0,,,,,2024-12-21,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 14/12,,
510344,,2024-12-16,602,Cooxupe,Guaxupe/SP,Tetis Dry,2.0,,,,,2024-12-18,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 09/12,,
510246,,2024-12-16,602,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Paraguai 09/12,,
786276,,2024-12-16,602,Cooxupe,Guaxupe/SP,Tetis Dry,5.0,,,,,2024-12-21,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 09/12,,
791217,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,3.0,,,,,2024-12-24,,,,,,,Em viagem,Dentro do Prazo,,,
791214,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,9.0,,,,,2024-12-30,,,,,,,Em viagem,Dentro do Prazo,,,
510650,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,5.0,,,,,2024-12-26,,,,,,,Em viagem,Dentro do Prazo,,,
786340,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,12.0,,,,,2025-01-02,,,,,,,Em viagem,Dentro do Prazo,,,
786329,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,14.0,,,,,2025-01-04,,,,,,,Em viagem,Dentro do Prazo,,,
786260,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,2024-12-21,,,,,,,Em viagem,Dentro do Prazo,,,
791403,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,2024-12-21,,,,,,,Em viagem,Dentro do Prazo,,,
786629,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,9.0,,,,,2024-12-30,,,,,,,Em viagem,Dentro do Prazo,,,
510734,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,12.0,,,,,2025-01-02,,,,,,,Em viagem,Dentro do Prazo,,,
786226,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,23.0,,,,,2025-01-13,,,,,,,Em viagem,Dentro do Prazo,,,
786766,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,5.0,,,,,2024-12-26,,,,,,,Em viagem,Dentro do Prazo,,,
786914,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,10.0,,,,,2024-12-31,,,,,,,Em viagem,Dentro do Prazo,,,
791297,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,9.0,,,,,2024-12-30,,,,,,,Em viagem,Dentro do Prazo,,,
787053,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,5.0,,,,,2024-12-26,,,,,,,Em viagem,Dentro do Prazo,,,
791220,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,5.0,,,,,2024-12-26,,,,,,,Em viagem,Dentro do Prazo,,,
786605,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,12.0,,,,,2025-01-02,,,,,,,Em viagem,Dentro do Prazo,,,
786191,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,9.0,,,,,2024-12-30,,,,,,,Em viagem,Dentro do Prazo,,,
786200,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,5.0,,,,,2024-12-26,,,,,,,Em viagem,Dentro do Prazo,,,
786514,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,25.0,,,,,2025-01-15,,,,,,,Em viagem,Dentro do Prazo,,,
510371,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,2024-12-21,,,,,,,Em viagem,Dentro do Prazo,,,
786410,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,2024-12-21,,,,,,,Em viagem,Dentro do Prazo,,,
510388,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,2024-12-21,,,,,,,Em viagem,Dentro do Prazo,,,
791377,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,2024-12-21,,,,,,,Em viagem,Dentro do Prazo,,,
791342,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,2024-12-21,,,,,,,Em viagem,Dentro do Prazo,,,
786527,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,9.0,,,,,2024-12-30,,,,,,,Em viagem,Dentro do Prazo,,,
770059,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,12.0,,,,,2025-01-02,,,,,,,Em viagem,Dentro do Prazo,,,
786196,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,9.0,,,,,2024-12-30,,,,,,,Em viagem,Dentro do Prazo,,,
786251,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,12.0,,,,,2025-01-02,,,,,,,Em viagem,Dentro do Prazo,,,
517508,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,9.0,,,,,2024-12-30,,,,,,,Em viagem,Dentro do Prazo,,,
791122,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,12.0,,,,,2025-01-02,,,,,,,Em viagem,Dentro do Prazo,,,
517499,,2024-12-21,655,Expocaccer,Patrocinio/MG,Tetis Dry,17.0,,,,,2025-01-07,,,,,,,Em viagem,Dentro do Prazo,,,
786556,,2024-12-21,655,Expocaccer,Patrocinio/MG,Tetis Dry,5.0,,,,,2024-12-26,,,,,,,Em viagem,Dentro do Prazo,,,
786945,,2024-12-21,655,Expocaccer,Patrocinio/MG,Tetis Dry,32.0,,,,,2025-01-22,,,,,,,Em viagem,Dentro do Prazo,,,
786197,,2024-12-21,655,Expocaccer,Patrocinio/MG,Tetis Dry,5.0,,,,,2024-12-26,,,,,,,Em viagem,Dentro do Prazo,,,
234281,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,9.0,,,,,2024-12-30,,,,,,,Em viagem,Dentro do Prazo,,,
770033,,2024-12-21,655,Expocaccer,Patrocinio/MG,Tetis Dry,5.0,,,,,2024-12-26,,,,,,,Em viagem,Dentro do Prazo,,,
791567,,2024-12-21,655,Expocaccer,Patrocinio/MG,Tetis Dry,6.0,,,,,2024-12-27,,,,,,,Em viagem,Dentro do Prazo,,,
786418,,2024-12-21,655,Expocaccer,Patrocinio/MG,Tetis Dry,16.0,,,,,2025-01-06,,,,,,,Em viagem,Dentro do Prazo,,,
791544,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,5.0,,,,,2024-12-26,,,,,,,Em viagem,Dentro do Prazo,,,
786183,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,9.0,,,,,2024-12-30,,,,,,,Em viagem,Dentro do Prazo,,,
510413,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,,,
791179,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,12.0,,,,,2025-01-02,,,,,,,Em viagem,Dentro do Prazo,,,
786321,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,9.0,,,,,2024-12-30,,,,,,,Em viagem,Dentro do Prazo,,,
786395,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,25.0,,,,,2025-01-15,,,,,,,Em viagem,Dentro do Prazo,,,
786202,,2024-12-21,655,Expocaccer,Patrocinio/MG,Tetis Dry,18.0,,,,,2025-01-08,,,,,,,Em viagem,Dentro do Prazo,,,
786422,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,5.0,,,,,2024-12-26,,,,,,,Em viagem,Dentro do Prazo,,,
786306,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,16.0,,,,,2025-01-06,,,,,,,Em viagem,Dentro do Prazo,,,
791142,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,5.0,,,,,2024-12-26,,,,,,,Em viagem,Dentro do Prazo,,,
786437,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,16.0,,,,,2025-01-06,,,,,,,Em viagem,Dentro do Prazo,,,
510240,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,,,
791300,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,16.0,,,,,2025-01-06,,,,,,,Em viagem,Dentro do Prazo,,,
786611,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,16.0,,,,,2025-01-06,,,,,,,Em viagem,Dentro do Prazo,,,
510510,,2024-12-21,656,Cooxupe,Guaxupe/SP,Tetis Dry,12.0,,,,,2025-01-02,,,,,,,Em viagem,Dentro do Prazo,,,
787048,,2025-01-06,673,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
786312,,2025-01-06,673,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
786195,,2025-01-06,673,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,21.0,,,,,2025-01-27,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
786160,,2025-01-06,673,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
791188,,2025-01-07,674,Expocaccer,Patrocinio/MG,Tetis Dry,1.0,,,,,2025-01-08,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
786199,,2025-01-06,673,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
786322,,2025-01-06,673,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,9.0,,,,,2025-01-15,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
786317,,2025-01-06,673,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
786203,,2025-01-06,673,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,22.0,,,,,2025-01-28,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
786192,,2025-01-06,673,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,16.0,,,,,2025-01-22,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
791485,,2025-01-06,673,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
786427,,2025-01-06,673,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,21.0,,,,,2025-01-27,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
786326,,2025-01-06,673,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,16.0,,,,,2025-01-22,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
786193,,2025-01-06,673,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,16.0,,,,,2025-01-22,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
