identificador,CCID,Data / Entrega,Requisição,Cliente,Local de Entrega,Modelo,SLA de Inserção,SLA de Viagem,SLA de retirada,SLA / Envio ao Brasil,SLA da Operação,Data / Inserção,Data / Chegada no Destino,Data / Retirada,Data / Envio ao Brasil,Data / Brasil,BL,Container,Status / Operação,Reposição,Observação,latitude,longitude
1077418,,2024-12-09,573,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,45.0,,,,,2025-01-23,,2025-01-23,,,,,Em viagem,Dentro do Prazo,Eq. Overhaul,,
256485,,2024-12-09,573,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,4.0,,,,,2024-12-13,,2024-12-13,,,,,Em viagem,Dentro do Prazo,Eq. Overhaul,,
1074248,,2024-12-09,573,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,4.0,,,,,2024-12-13,,2024-12-13,,,,,Em viagem,Dentro do Prazo,Eq. Overhaul,,
256486,,2024-12-09,573,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,4.0,,,,,2024-12-13,,2024-12-13,,,,,Em viagem,Dentro do Prazo,Eq. Overhaul,,
256455,,2024-12-09,573,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,4.0,,,,,2024-12-13,,2024-12-13,,,,,Em viagem,Dentro do Prazo,Eq. Overhaul,,
1074325,,2024-12-09,573,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,45.0,,,,,2025-01-23,,2025-01-23,,,,,Em viagem,Dentro do Prazo,Eq. Overhaul,,
517350,,2024-12-09,573,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,14.0,,,,,2024-12-23,,2024-12-23,,,,,Em viagem,Dentro do Prazo,Eq. Overhaul,,
234120,,2024-12-09,573,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,4.0,,,,,2024-12-13,,2024-12-13,,,,,Em viagem,Dentro do Prazo,Eq. Overhaul,,
517097,,2024-12-09,573,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,4.0,,,,,2024-12-13,,2024-12-13,,,,,Em viagem,Dentro do Prazo,Eq. Overhaul,,
1074342,,2024-12-09,573,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,45.0,,,,,2025-01-23,,2025-01-23,,,,,Em viagem,Dentro do Prazo,Eq. Overhaul,,
1074656,,2024-12-09,573,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,45.0,,,,,2025-01-23,,2025-01-23,,,,,Em viagem,Dentro do Prazo,Eq. Overhaul,,
1074660,,2024-12-09,574,Cooxupe,Guaxupe/SP,Tetis Dry,4.0,,,,,2024-12-13,,2024-12-13,,,,,Em viagem,Dentro do Prazo,Eq. Overhaul,,
1074244,,2024-12-09,574,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Overhaul,,
1074562,,2024-12-09,574,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Overhaul,,
1074721,,2024-12-09,574,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Overhaul,,
1074252,,2024-12-09,574,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Overhaul,,
1074654,,2024-12-09,574,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Overhaul,,
1074714,,2024-12-09,574,Cooxupe,Guaxupe/SP,Tetis Dry,4.0,,,,,2024-12-13,,,,,,,Em viagem,Dentro do Prazo,Eq. Overhaul,,
1074317,,2024-12-09,574,Cooxupe,Guaxupe/SP,Tetis Dry,4.0,,,,,2024-12-13,,,,,,,Em viagem,Dentro do Prazo,Eq. Overhaul,,
256359,,2024-12-09,574,Cooxupe,Guaxupe/SP,Tetis Dry,4.0,,,,,2024-12-13,,,,,,,Em viagem,Dentro do Prazo,Eq. Overhaul,,
1077427,,2024-12-09,574,Cooxupe,Guaxupe/SP,Tetis Dry,4.0,,,,,2024-12-13,,,,,,,Em viagem,Dentro do Prazo,Eq. Overhaul,,
233991,,2024-12-09,574,Cooxupe,Guaxupe/SP,Tetis Dry,4.0,,,,,2024-12-13,,,,,,,Em viagem,Dentro do Prazo,Eq. Overhaul,,
1074257,,2024-12-09,574,Cooxupe,Guaxupe/SP,Tetis Dry,4.0,,,,,2024-12-13,,,,,,,Em viagem,Dentro do Prazo,Eq. Overhaul,,
1074543,,2024-12-09,574,Cooxupe,Guaxupe/SP,Tetis Dry,4.0,,,,,2024-12-13,,,,,,,Em viagem,Dentro do Prazo,Eq. Overhaul,,
517098,,2024-12-09,574,Cooxupe,Guaxupe/SP,Tetis Dry,4.0,,,,,2024-12-13,,,,,,,Em viagem,Dentro do Prazo,Eq. Overhaul,,
516813,,2025-01-09,679,Volcafe,Varginha/MG,Tetis R,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Overhaul,,
256458,,2025-01-09,679,Volcafe,Varginha/MG,Tetis R,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Overhaul,,
233955,,2025-01-09,679,Volcafe,Varginha/MG,Tetis R,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Overhaul,,
233955,,2025-01-09,679,Volcafe,Varginha/MG,Tetis R,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Overhaul,,
516769,,2025-01-09,679,Volcafe,Varginha/MG,Tetis R,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Paraguai 09/12 - Fora do Grid,,
786230,,2024-12-10,560,Expocaccer,Patrocinio/MG,Tetis Dry,23.0,,,,,2025-01-02,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 09/12,,
510228,,2024-12-10,560,Expocaccer,Patrocinio/MG,Tetis Dry,23.0,,,,,2025-01-02,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 09/12,,
510248,,2024-12-10,560,Expocaccer,Patrocinio/MG,Tetis Dry,33.0,,,,,2025-01-12,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 09/12,,
510405,,2024-12-10,558,Nkg,Varginha/MG,Tetis Dry,6.0,,,,,2024-12-16,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 09/12,,
510754,,2024-12-10,558,Nkg,Varginha/MG,Tetis Dry,24.0,,,,,2025-01-03,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 09/12,,
510541,,2024-12-10,558,Nkg,Varginha/MG,Tetis Dry,6.0,,,,,2024-12-16,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 09/12,,
786272,,2024-12-10,558,Nkg,Varginha/MG,Tetis Dry,16.0,,,,,2024-12-26,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 09/12,,
510767,,2024-12-10,558,Nkg,Varginha/MG,Tetis Dry,24.0,,,,,2025-01-03,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 09/12,,
510692,,2024-12-10,559,CarmoCoffee,Tres Coraçoes/MG,Tetis Dry,7.0,,,,,2024-12-17,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 09/12,,
510399,,2024-12-10,559,CarmoCoffee,Tres Coraçoes/MG,Tetis Dry,7.0,,,,,2024-12-17,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 09/12,,
786220,,2024-12-10,559,CarmoCoffee,Tres Coraçoes/MG,Tetis Dry,8.0,,,,,2024-12-18,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 09/12,,
510401,,2024-12-10,559,CarmoCoffee,Tres Coraçoes/MG,Tetis Dry,8.0,,,,,2024-12-18,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 09/12,,
510703,,2024-12-10,559,CarmoCoffee,Tres Coraçoes/MG,Tetis Dry,8.0,,,,,2024-12-18,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 09/12,,
510272,,2024-12-10,559,CarmoCoffee,Tres Coraçoes/MG,Tetis Dry,8.0,,,,,2024-12-18,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 09/12,,
510503,,2024-12-10,559,CarmoCoffee,Tres Coraçoes/MG,Tetis Dry,8.0,,,,,2024-12-18,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 09/12,,
786533,,2024-12-10,559,CarmoCoffee,Tres Coraçoes/MG,Tetis Dry,8.0,,,,,2024-12-18,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 09/12,,
510665,,2024-12-10,559,CarmoCoffee,Tres Coraçoes/MG,Tetis Dry,6.0,,,,,2024-12-16,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 09/12,,
510555,,2024-12-10,559,CarmoCoffee,Tres Coraçoes/MG,Tetis Dry,7.0,,,,,2024-12-17,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 09/12,,
510532,,2024-12-10,561,AltoCafezal,Patrocinio/MG,Tetis Dry,13.0,,,,,2024-12-23,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 09/12,,
510306,,2024-12-10,561,AltoCafezal,Patrocinio/MG,Tetis Dry,13.0,,,,,2024-12-23,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 09/12,,
786274,,2024-12-10,561,AltoCafezal,Patrocinio/MG,Tetis Dry,13.0,,,,,2024-12-23,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 09/12,,
510312,,2024-12-10,561,AltoCafezal,Patrocinio/MG,Tetis Dry,13.0,,,,,2024-12-23,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 09/12,,
510320,,2024-12-10,556,Volcafe,Varginha/MG,Tetis Dry,10.0,,,,,2024-12-20,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 09/12,,
786290,,2024-12-10,556,Volcafe,Varginha/MG,Tetis Dry,10.0,,,,,2024-12-20,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 09/12,,
769448,,2024-12-10,556,Volcafe,Varginha/MG,Tetis Dry,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Paraguai 09/12,,
191123,,,,Volcafe,Varginha/MG,Tetis Dry,0.0,,,,,,,,,,,,Estoque Cliente,Fora do Prazo,Eq. Sem histórico,,
234007,,2024-11-27,,Nkg,Varginha/MG,Tetis Dry,50.0,,,,,2025-01-16,,,,,,,Em viagem,Dentro do Prazo,,,
234054,,2024-11-27,,Nkg,Varginha/MG,Tetis Dry,50.0,,,,,2025-01-16,,,,,,,Em viagem,Dentro do Prazo,,,
234206,,2024-08-28,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,50,36,12.0,128.0,2024-08-28,2024-10-17,2024-11-22,2024-12-04,2025-01-03,,,Reversa finalizada,Fora do Prazo,,,
234248,,2024-11-13,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-11-13,,,,,,,Em viagem,Fora do Prazo,,,
234265,,2024-09-24,,Nkg,Varginha/MG,Tetis Dry,0.0,78,0,,,2024-09-24,2024-12-11,2024-12-11,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
234281,,2024-09-05,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,53,23,8.0,106.0,2024-09-05,2024-10-28,2024-11-20,2024-11-28,2024-12-20,,,Reversa finalizada,Fora do Prazo,,,
371396,,2024-09-03,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,64,16,12.0,122.0,2024-09-03,2024-11-06,2024-11-22,2024-12-04,2025-01-03,,,Reversa finalizada,Fora do Prazo,,,
371404,,2024-09-02,,Nkg,Varginha/MG,Tetis Dry,0.0,116,14,14.0,,2024-09-02,2024-12-27,2025-01-10,2025-01-24,,,,Em reversa para o Brasil,Fora do Prazo,,,
371405,,2024-09-03,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,77,3,12.0,122.0,2024-09-03,2024-11-19,2024-11-22,2024-12-04,2025-01-03,,,Reversa finalizada,Fora do Prazo,,,
371419,,2024-10-31,,Nkg,Varginha/MG,Tetis Dry,0.0,61,10,14.0,,2024-10-31,2024-12-31,2025-01-10,2025-01-24,,,,Em reversa para o Brasil,Fora do Prazo,,,
371427,,2024-09-18,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,62,3,12.0,107.0,2024-09-18,2024-11-19,2024-11-22,2024-12-04,2025-01-03,,,Reversa finalizada,Fora do Prazo,,,
371436,,2024-11-01,,Nkg,Varginha/MG,Tetis Dry,0.0,46,24,14.0,,2024-11-01,2024-12-17,2025-01-10,2025-01-24,,,,Em reversa para o Brasil,Fora do Prazo,,,
371439,,2024-11-02,,Nkg,Varginha/MG,Tetis Dry,0.0,45,24,14.0,,2024-11-02,2024-12-17,2025-01-10,2025-01-24,,,,Em reversa para o Brasil,Fora do Prazo,,,
371442,,2024-06-18,,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,0.0,62,95,12.0,199.0,2024-06-18,2024-08-19,2024-11-22,2024-12-04,2025-01-03,,,Reversa finalizada,Fora do Prazo,,,
371445,,,, Golden,Santo André,Tetis Dry,0.0,,,,,,,,,,,,Estoque Cliente,Fora do Prazo,Eq. Danificado,,
371448,,2024-12-08,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,,,
371449,,2024-09-03,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,64,16,12.0,122.0,2024-09-03,2024-11-06,2024-11-22,2024-12-04,2025-01-03,,,Reversa finalizada,Fora do Prazo,,,
371450,,2024-09-02,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,65,16,12.0,123.0,2024-09-02,2024-11-06,2024-11-22,2024-12-04,2025-01-03,,,Reversa finalizada,Fora do Prazo,,,
371456,,2024-08-30,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,,,,,2024-08-30,,,,,,,Em viagem,Fora do Prazo,,,
371457,,2024-11-01,,Nkg,Varginha/MG,Tetis Dry,0.0,42,28,14.0,,2024-11-01,2024-12-13,2025-01-10,2025-01-24,,,,Em reversa para o Brasil,Fora do Prazo,,,
371458,,2024-06-24,,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,0.0,57,94,12.0,193.0,2024-06-24,2024-08-20,2024-11-22,2024-12-04,2025-01-03,,,Reversa finalizada,Fora do Prazo,,,
371460,,2024-08-30,,Cooxupe,Guaxupe/SP,Tetis Dry,19.0,55,0,,,2024-09-18,2024-11-12,2024-11-12,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
371465,,2024-11-01,,Nkg,Varginha/MG,Tetis Dry,0.0,42,2025-01-10 00:00:00,14.0,,2024-11-01,2024-12-13,2025-01-10,2025-01-24,,2024-12-13 00:00:00,2025-01-10 00:00:00,Em reversa para o Brasil,Fora do Prazo,,,
371466,,2024-06-22,,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,0.0,60,93,12.0,195.0,2024-06-22,2024-08-21,2024-11-22,2024-12-04,2025-01-03,,,Reversa finalizada,Fora do Prazo,,,
371473,,2024-06-18,,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,0.0,63,94,12.0,199.0,2024-06-18,2024-08-20,2024-11-22,2024-12-04,2025-01-03,,,Reversa finalizada,Fora do Prazo,,,
371475,,2024-06-18,,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,0.0,63,94,12.0,199.0,2024-06-18,2024-08-20,2024-11-22,2024-12-04,2025-01-03,,,Reversa finalizada,Fora do Prazo,,,
371482,,2024-11-20,,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,0.0,,,,,2024-11-20,,,,,,,Em viagem,Dentro do Prazo,,,
371486,,2024-06-20,,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,0.0,57,98,12.0,197.0,2024-06-20,2024-08-16,2024-11-22,2024-12-04,2025-01-03,,,Reversa finalizada,Fora do Prazo,,,
371500,,2024-10-30,,Nkg,Varginha/MG,Tetis Dry,5.0,40,27,14.0,,2024-11-04,2024-12-14,2025-01-10,2025-01-24,,,,Em reversa para o Brasil,Fora do Prazo,,,
371502,,2024-11-07,,Nkg,Varginha/MG,Tetis Dry,0.0,41,23,14.0,,2024-11-07,2024-12-18,2025-01-10,2025-01-24,,,,Em reversa para o Brasil,Fora do Prazo,,,
371504,,2024-08-31,,Nkg,Varginha/MG,Tetis Dry,0.0,107,25,14.0,,2024-08-31,2024-12-16,2025-01-10,2025-01-24,,,,Em reversa para o Brasil,Fora do Prazo,,,
371510,,2024-09-03,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,64,16,12.0,122.0,2024-09-03,2024-11-06,2024-11-22,2024-12-04,2025-01-03,,,Reversa finalizada,Fora do Prazo,,,
371511,,2024-09-02,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,65,16,12.0,123.0,2024-09-02,2024-11-06,2024-11-22,2024-12-04,2025-01-03,,,Reversa finalizada,Fora do Prazo,,,
371514,,2024-11-10,,Nkg,Varginha/MG,Tetis Dry,0.0,42,19,14.0,,2024-11-10,2024-12-22,2025-01-10,2025-01-24,,,,Em reversa para o Brasil,Fora do Prazo,,,
371518,,2024-06-21,,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,0.0,61,93,12.0,196.0,2024-06-21,2024-08-21,2024-11-22,2024-12-04,2025-01-03,,,Reversa finalizada,Fora do Prazo,,,
371563,,2024-06-19,,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,0.0,64,92,12.0,198.0,2024-06-19,2024-08-22,2024-11-22,2024-12-04,2025-01-03,,,Reversa finalizada,Fora do Prazo,,,
371573,,2024-10-18,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,61,1,,,2024-10-18,2024-12-18,2024-12-19,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
371588,,2024-09-02,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,65,16,12.0,123.0,2024-09-02,2024-11-06,2024-11-22,2024-12-04,2025-01-03,,,Reversa finalizada,Fora do Prazo,,,
371598,,2024-06-20,,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,0.0,63,92,12.0,197.0,2024-06-20,2024-08-22,2024-11-22,2024-12-04,2025-01-03,,,Reversa finalizada,Fora do Prazo,,,
371623,,2024-11-02,,Nkg,Varginha/MG,Tetis Dry,0.0,45,24,14.0,,2024-11-02,2024-12-17,2025-01-10,2025-01-24,,,,Em reversa para o Brasil,Fora do Prazo,,,
371641,,2024-08-30,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,68,16,12.0,126.0,2024-08-30,2024-11-06,2024-11-22,2024-12-04,2025-01-03,,,Reversa finalizada,Fora do Prazo,,,
371642,,2024-11-27,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,44,-23,37.0,,2024-11-27,2025-01-10,2024-12-18,2025-01-24,,,,Em reversa para o Brasil,Dentro do Prazo,,,
371705,,2024-06-20,,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,0.0,63,92,12.0,197.0,2024-06-20,2024-08-22,2024-11-22,2024-12-04,2025-01-03,,,Reversa finalizada,Fora do Prazo,,,
371707,,2024-10-31,,Nkg,Varginha/MG,Tetis Dry,0.0,48,0,37.0,,2024-10-31,2024-12-18,2024-12-18,2025-01-24,,,,Em reversa para o Brasil,Fora do Prazo,,,
371710,,2024-09-02,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,65,16,12.0,123.0,2024-09-02,2024-11-06,2024-11-22,2024-12-04,2025-01-03,,,Reversa finalizada,Fora do Prazo,,,
371711,,2024-10-31,,Nkg,Varginha/MG,Tetis Dry,0.0,48,0,37.0,,2024-10-31,2024-12-18,2024-12-18,2025-01-24,,,,Em reversa para o Brasil,Fora do Prazo,,,
371717,,2024-10-18,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,62,0,,,2024-10-18,2024-12-19,2024-12-19,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
371730,,2024-09-03,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,64,16,12.0,122.0,2024-09-03,2024-11-06,2024-11-22,2024-12-04,2025-01-03,,,Reversa finalizada,Fora do Prazo,,,
371732,,2024-09-04,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,63,16,12.0,121.0,2024-09-04,2024-11-06,2024-11-22,2024-12-04,2025-01-03,,,Reversa finalizada,Fora do Prazo,,,
371738,,2024-06-18,,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,0.0,65,92,12.0,199.0,2024-06-18,2024-08-22,2024-11-22,2024-12-04,2025-01-03,,,Reversa finalizada,Fora do Prazo,,,
371742,,2024-09-02,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,65,16,12.0,123.0,2024-09-02,2024-11-06,2024-11-22,2024-12-04,2025-01-03,,,Reversa finalizada,Fora do Prazo,,,
371753,,2024-09-04,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,63,16,12.0,121.0,2024-09-04,2024-11-06,2024-11-22,2024-12-04,2025-01-03,,,Reversa finalizada,Fora do Prazo,,,
510221,,2024-11-27,,Cooxupe,Guaxupe/SP,Tetis Dry,7.0,,,,,2024-12-04,,,,,,,Em viagem,Dentro do Prazo,,,
510235,,2024-11-20,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-11-20,,,,,,,Em viagem,Dentro do Prazo,,,
510236,,2024-12-10,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,2024-12-10,,,,,,,Em viagem,Dentro do Prazo,,,
510240,,2024-07-24,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,98,21,8.0,149.0,2024-07-24,2024-10-30,2024-11-20,2024-11-28,2024-12-20,,,Reversa finalizada,Fora do Prazo,,,
510247,,2024-10-01,,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,0.0,,,,,2024-10-01,,,,,,,Em viagem,Fora do Prazo,,,
510252,,2024-12-03,,Volcafe,Varginha/MG,Tetis Dry,13.0,,,,,2024-12-16,,,,,,,Em viagem,Dentro do Prazo,,,
510258,,2024-10-29,,Nkg,Varginha/MG,Tetis Dry,0.0,45,3,,,2024-10-29,2024-12-13,2024-12-16,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
510259,,2024-08-22,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,98,1,,,2024-08-22,2024-11-28,2024-11-29,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
510260,,2024-08-21,,Nkg,Varginha/MG,Tetis Dry,0.0,55,0,,,2024-08-21,2024-10-15,2024-10-15,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
510266,,2024-08-12,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,63,28,,,2024-08-12,2024-10-14,2024-11-11,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
510270,,2024-11-25,,Cooxupe,Guaxupe/SP,Tetis Dry,4.0,,,,,2024-11-29,,,,,,,Em viagem,Dentro do Prazo,,,
510273,,2024-11-25,,Cooxupe,Guaxupe/SP,Tetis Dry,4.0,,,,,2024-11-29,,,,,,,Em viagem,Dentro do Prazo,,,
510280,,2024-11-25,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,,,
510281,,2024-11-25,,Cooxupe,Guaxupe/SP,Tetis Dry,4.0,,,,,2024-11-29,,,,,,,Em viagem,Dentro do Prazo,,,
510286,,2024-11-25,,Nkg,Varginha/MG,Tetis Dry,1.0,42,3,14.0,,2024-11-26,2025-01-07,2025-01-10,2025-01-24,,,,Em reversa para o Brasil,Dentro do Prazo,,,
510300,,2024-11-18,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-11-18,,,,,,,Em viagem,Dentro do Prazo,,,
510317,,2024-11-19,,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,1.0,,,,,2024-11-20,,,,,,,Em viagem,Dentro do Prazo,,,
510322,,2024-08-28,,Nkg,Varginha/MG,Tetis Dry,0.0,61,0,,,2024-08-28,2024-10-28,2024-10-28,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
510329,,2024-10-29,,Expocaccer,Patrocinio/MG,Tetis Dry,0.0,,,,,2024-10-29,,,,,,,Em viagem,Fora do Prazo,,,
510330,,2024-08-19,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,2024-08-19,,,,,,,Em viagem,Fora do Prazo,,,
510341,,2024-11-19,,Nkg,Varginha/MG,Tetis Dry,0.0,49,3,14.0,,2024-11-19,2025-01-07,2025-01-10,2025-01-24,,,,Em reversa para o Brasil,Dentro do Prazo,,,
510342,,2024-11-20,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-11-20,,,,,,,Em viagem,Dentro do Prazo,,,
510358,,2024-08-23,,Nkg,Varginha/MG,Tetis Dry,0.0,67,3,,,2024-08-23,2024-10-29,2024-11-01,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
510360,,2024-08-27,,Nkg,Varginha/MG,Tetis Dry,0.0,94,40,,,2024-08-27,2024-11-29,2025-01-08,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
510369,,2024-11-12,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,,,,,2024-11-12,,,,,,,Em viagem,Fora do Prazo,,,
510371,,2024-09-20,,Nkg,Varginha/MG,Tetis Dry,0.0,40,21,8.0,91.0,2024-09-20,2024-10-30,2024-11-20,2024-11-28,2024-12-20,,,Reversa finalizada,Fora do Prazo,,,
510374,,2024-09-24,,Nkg,Varginha/MG,Tetis Dry,0.0,104,2,,,2024-09-24,2025-01-06,2025-01-08,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
510381,,2024-11-09,,Nkg,Varginha/MG,Tetis Dry,0.0,41,6,,,2024-11-09,2024-12-20,2024-12-26,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
510382,,2024-11-19,,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,1.0,,,,,2024-11-20,,,,,,,Em viagem,Dentro do Prazo,,,
510387,,2024-11-19,,Expocaccer,Patrocinio/MG,Tetis Dry,0.0,,,,,2024-11-19,,,,,,,Em viagem,Dentro do Prazo,,,
510388,,2024-09-19,,Nkg,Varginha/MG,Tetis Dry,0.0,41,21,8.0,92.0,2024-09-19,2024-10-30,2024-11-20,2024-11-28,2024-12-20,,,Reversa finalizada,Fora do Prazo,,,
510398,,2024-11-14,,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,0.0,,,,,2024-11-14,,,,,,,Em viagem,Fora do Prazo,,,
510402,,2024-08-30,,Cooxupe,Guaxupe/SP,Tetis Dry,15.0,58,1,,,2024-09-14,2024-11-11,2024-11-12,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
510413,,2024-09-01,,Nkg,Varginha/MG,Tetis Dry,0.0,36,44,8.0,110.0,2024-09-01,2024-10-07,2024-11-20,2024-11-28,2024-12-20,,,Reversa finalizada,Fora do Prazo,,,
510417,,2024-08-15,,Nkg,Varginha/MG,Tetis Dry,0.0,96,0,,,2024-08-15,2024-11-19,2024-11-19,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
510510,,2024-09-19,,Nkg,Varginha/MG,Tetis Dry,61.0,-43,44,8.0,92.0,2024-11-19,2024-10-07,2024-11-20,2024-11-28,2024-12-20,,,Reversa finalizada,Fora do Prazo,,,
