id;identificador;CCID;Data / Entrega;Requisição;Cliente;Local de Entrega;Modelo;SLA de Inserção;SLA de Viagem;SLA de retirada;SLA / Envio ao Brasil;SLA da Operação;Data / Inserção;Data / Chegada no Destino;Data / Retirada;Data / Envio ao Brasil;Data / Brasil;BL;Container;Status / Operação;Reposição;Observação;latitude;longitude;Data / Embarque Maritimo;Data / Desembarque Maritimo;SLA Terrestre;SLA Maritimo;Local;Status do Container;Data do Desembarque
485;786412;;02/12/2024;;Nkg;Varginha/MG;Tetis Dry;32;;;;;03/01/2025;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
486;786413;;06/11/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;63;1;-351,00;;06/11/2024;08/01/2025;09/01/2025;24/01/2024;;;;Em reversa para o Brasil;Fora do Prazo;;;;;;;;;;
487;786414;;05/12/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;5;;;;;10/12/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
488;786415;;06/04/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;;;;;;;;Estoque Cliente;Fora do Prazo;;;;;;;;;;
489;786416;;15/10/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;85;0;;;15/10/2024;08/01/2025;08/01/2025;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
490;786418;;08/10/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;45;-2;8,00;73,00;08/10/2024;22/11/2024;20/11/2024;28/11/2024;20/12/2024;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
491;786419;;02/12/2024;;Nkg;Varginha/MG;Tetis Dry;24;;;;;26/12/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
492;786420;;02/12/2024;;Nkg;Varginha/MG;Tetis Dry;5;;;;;07/12/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
493;786421;;18/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;18/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
494;786422;;08/10/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;43;0;8,00;73,00;08/10/2024;20/11/2024;20/11/2024;28/11/2024;20/12/2024;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
495;786423;;25/11/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;;;;;;;;;;;;Estoque Cliente;Dentro do Prazo;;;;;;;;;;
496;786425;;04/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;04/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
497;786426;;03/10/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;;;;;;;;;;;;Estoque Cliente;Fora do Prazo;;;;;;;;;;
498;786427;;18/06/2024;;Nkg;Varginha/MG;Tetis Dry;0;52;105;12,00;199,00;18/06/2024;09/08/2024;22/11/2024;04/12/2024;03/01/2025;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
499;786428;;19/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;82;1;;;19/10/2024;09/01/2025;10/01/2025;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
500;786429;;25/11/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;15;;;;;10/12/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
501;786430;;04/06/2024;;Nkg;Varginha/MG;Tetis Dry;0;63;128;;;04/06/2024;06/08/2024;12/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
502;786431;;01/10/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;32;3;;;01/10/2024;02/11/2024;05/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
503;786432;;02/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;02/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
504;786434;;25/11/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;;;;;;;;;;;;Estoque Cliente;Dentro do Prazo;;;;;;;;;;
505;786435;;11/09/2024;;Nkg;Varginha/MG;Tetis Dry;0;92;0;;;11/09/2024;12/12/2024;12/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
506;786436;;17/10/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;;;;;17/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
507;786437;;09/10/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;36;6;8,00;72,00;09/10/2024;14/11/2024;20/11/2024;28/11/2024;20/12/2024;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
508;786452;;10/09/2024;;Nkg;Varginha/MG;Tetis Dry;0;90;;;;10/09/2024;09/12/2024;;;;;;No destino;Fora do Prazo;;;;;;;;;;
509;786456;;25/11/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;;;;;;;;;;;;Estoque Cliente;Dentro do Prazo;;;;;;;;;;
510;786457;;04/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;56;3;;;04/10/2024;29/11/2024;02/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
511;786458;;02/10/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;40;10;;;02/10/2024;11/11/2024;21/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
512;786459;;25/11/2024;;Nkg;Varginha/MG;Tetis Dry;17;;;;;12/12/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
513;786460;;19/11/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;19/11/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
514;786461;;25/11/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;;;;;;;;;;;;Estoque Cliente;Dentro do Prazo;;;;;;;;;;
515;786462;;14/09/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;58;10;;;14/09/2024;11/11/2024;21/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
516;786464;;11/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;11/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
517;786466;;11/09/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;11/09/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
518;786467;;29/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;51;0;;;29/10/2024;19/12/2024;19/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
519;786469;;24/06/2024;;Nkg;Varginha/MG;Tetis Dry;0;52;13;;;24/06/2024;15/08/2024;28/08/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
520;786470;;20/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;36;58;12,00;136,00;20/08/2024;25/09/2024;22/11/2024;04/12/2024;03/01/2025;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
521;786471;;20/09/2024;;Nkg;Varginha/MG;Tetis Dry;15;67;0;;;05/10/2024;11/12/2024;11/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
522;786472;;19/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;19/11/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
523;786473;;26/09/2024;;Nkg;Varginha/MG;Tetis Dry;0;93;2;;;26/09/2024;28/12/2024;30/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
524;786474;;12/09/2024;;Nkg;Varginha/MG;Tetis Dry;0;92;0;;;12/09/2024;13/12/2024;13/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
525;786475;;12/09/2024;;Nkg;Varginha/MG;Tetis Dry;0;92;0;;;12/09/2024;13/12/2024;13/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
526;786477;;09/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;71;0;;;09/10/2024;19/12/2024;19/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
527;786478;;26/09/2024;;Nkg;Varginha/MG;Tetis Dry;0;50;0;;;26/09/2024;15/11/2024;15/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
528;786480;;21/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;57;0;;;21/08/2024;17/10/2024;17/10/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
529;786481;;;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;;;;;;;;;;;;Extraviado;Fora do Prazo;;;;;;;;;;
530;786482;;14/10/2024;;CarmoCoffee;Tres Coraçoes/MG;Tetis Dry;0;88;2;12,00;;14/10/2024;10/01/2025;12/01/2025;24/01/2025;;;;Em reversa para o Brasil;Fora do Prazo;;;;;;;;;;
531;786483;;07/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;46;5;;;07/10/2024;22/11/2024;27/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
532;786484;;19/09/2024;;Expocaccer;Patrocinio/MG;Tetis Dry;0;84;;;;19/09/2024;12/12/2024;;;;;;No destino;Fora do Prazo;;;;;;;;;;
533;786485;;09/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;44;0;;;09/10/2024;22/11/2024;22/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
534;786486;;24/06/2024;;Volcafe;Varginha/MG;Tetis Dry;0;60;91;12,00;193,00;24/06/2024;23/08/2024;22/11/2024;04/12/2024;03/01/2025;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
535;786487;;07/10/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;50;6;;;07/10/2024;26/11/2024;02/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
536;786488;;15/10/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;85;0;;;15/10/2024;08/01/2025;08/01/2025;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
537;786491;;30/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;48;2;;;30/10/2024;17/12/2024;19/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
538;786492;;26/11/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;;;;;26/11/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
539;786493;;16/10/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;62;0;;;16/10/2024;17/12/2024;17/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
540;786494;;24/09/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;24/09/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
541;786495;;08/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;42;9;;;08/10/2024;19/11/2024;28/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
542;786496;;27/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;55;0;;;27/08/2024;21/10/2024;21/10/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
543;786497;;18/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;18/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
544;786498;;22/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;22/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
545;786499;;19/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;19/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
546;786500;;02/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;96;-366;;;02/10/2024;06/01/2025;06/01/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
547;786502;;09/10/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;09/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
548;786504;;12/11/2024;;CarmoCoffee;Tres Coraçoes/MG;Tetis Dry;0;37;1;;;12/11/2024;19/12/2024;20/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
549;786505;;13/11/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;58;2;12,00;;13/11/2024;10/01/2025;12/01/2025;24/01/2025;;;;Em reversa para o Brasil;Fora do Prazo;;;;;;;;;;
550;786506;;13/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;135;;;;13/08/2024;26/12/2024;;;;;;No destino;Fora do Prazo;;;;;;;;;;
551;786507;;24/06/2024;;Nkg;Varginha/MG;Tetis Dry;0;52;15;;;24/06/2024;15/08/2024;30/08/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
552;786514;;31/05/2024;;Nkg;Varginha/MG;Tetis Dry;0;59;114;8,00;203,00;31/05/2024;29/07/2024;20/11/2024;28/11/2024;20/12/2024;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
553;786516;;25/07/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;89;63;2;29,00;;22/10/2024;24/12/2024;26/12/2024;24/01/2025;;;;Em reversa para o Brasil;Fora do Prazo;;;;;;;;;;
554;786520;;11/09/2024;;Nkg;Varginha/MG;Tetis Dry;0;97;0;;;11/09/2024;17/12/2024;17/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
555;786521;;27/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;41;;;;27/08/2024;07/10/2024;;;;;;No destino;Fora do Prazo;;;;;;;;;;
556;786523;;22/07/2024;;Nkg;Varginha/MG;Tetis Dry;0;65;58;12,00;165,00;22/07/2024;25/09/2024;22/11/2024;04/12/2024;03/01/2025;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
557;786524;;18/09/2024;;Expocaccer;Patrocinio/MG;Tetis Dry;0;84;;;;18/09/2024;11/12/2024;;;;;;No destino;Fora do Prazo;;;;;;;;;;
558;786525;;11/11/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;58;2;14,00;;11/11/2024;08/01/2025;10/01/2025;24/01/2025;;;;Em reversa para o Brasil;Fora do Prazo;;;;;;;;;;
559;786527;;15/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;28;69;8,00;127,00;15/08/2024;12/09/2024;20/11/2024;28/11/2024;20/12/2024;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
560;786531;;07/06/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;105;;;;07/06/2024;20/09/2024;;;;;;No destino;Fora do Prazo;;;;;;;;;;
561;786532;;06/11/2024;;CarmoCoffee;Tres Coraçoes/MG;Tetis Dry;0;64;0;15,00;;06/11/2024;09/01/2025;09/01/2025;24/01/2025;;;;Em reversa para o Brasil;Fora do Prazo;;;;;;;;;;
562;786535;;10/09/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;17;0;;;10/09/2024;27/09/2024;27/09/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
563;786541;;15/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;118;0;;;15/08/2024;11/12/2024;11/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
564;786543;;09/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;38;1;;;09/11/2024;17/12/2024;18/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
565;786552;;12/09/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;36;35;12,00;113,00;12/09/2024;18/10/2024;22/11/2024;04/12/2024;03/01/2025;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
566;786553;;12/09/2024;;Nkg;Varginha/MG;Tetis Dry;0;71;-31;;;12/09/2024;22/11/2024;22/10/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
567;786554;;27/11/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;27/11/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
568;786555;;06/11/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;;;;;06/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
569;786556;;04/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;4;43;8,00;77,00;04/10/2024;08/10/2024;20/11/2024;28/11/2024;20/12/2024;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
570;786557;;23/07/2024;;Nkg;Varginha/MG;Tetis Dry;176;;;;;15/01/2025;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
571;786558;;10/09/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;10/09/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
572;786559;;12/11/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;30;3;;;12/11/2024;12/12/2024;15/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
573;786560;;02/12/2024;;Nkg;Varginha/MG;Tetis Dry;46;;;;;17/01/2025;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
574;786561;;06/09/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;06/09/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
575;786562;;04/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;53;7;;;04/10/2024;26/11/2024;03/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
576;786563;;08/07/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;;;;;08/07/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
577;786564;;23/09/2024;;Nkg;Varginha/MG;Tetis Dry;0;78;;;;23/09/2024;10/12/2024;;;;;;No destino;Fora do Prazo;;;;;;;;;;
578;786565;;05/07/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;05/07/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
579;786566;;09/11/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;09/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
580;786567;;12/09/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;12/09/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
581;786568;;07/11/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;62;0;;;07/11/2024;08/01/2025;08/01/2025;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
582;786569;;13/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;55;1;16,00;;13/11/2024;07/01/2025;08/01/2025;24/01/2025;;;;Em reversa para o Brasil;Fora do Prazo;;;;;;;;;;
583;786570;;02/12/2024;;Nkg;Varginha/MG;Tetis Dry;36;;;;;07/01/2025;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
584;786571;;18/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;55;;;;18/10/2024;12/12/2024;;;;;;No destino;Fora do Prazo;;;;;;;;;;
585;786572;;30/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;30/08/2024;;;;;;;Extraviado;Fora do Prazo;;;;;;;;;;
586;786573;;;;Golden;Santo André/SP;Tetis Dry;0;;;;;;;;;;;;Estoque Cliente;Fora do Prazo;Eq. Danificado;;;;;;;;;
587;786574;;27/11/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;44;2;12,00;;27/11/2024;10/01/2025;12/01/2025;24/01/2025;;;;Em reversa para o Brasil;Dentro do Prazo;;;;;;;;;;
588;786575;;04/10/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;83;0;;;04/10/2024;26/12/2024;26/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
589;786576;;30/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;48;1;;;30/10/2024;17/12/2024;18/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
590;786577;;12/11/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;;;;;12/11/2024;;;;;;;Extraviado;Fora do Prazo;;;;;;;;;;
591;786578;;21/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;21/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
592;786579;-;19/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;37;58;12,00;137,00;19/08/2024;25/09/2024;22/11/2024;04/12/2024;03/01/2025;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
593;786580;;04/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;04/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
594;786581;;23/09/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;23/09/2024;;;;;;;Extraviado;Fora do Prazo;;;;;;;;;;
595;786582;;05/07/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;05/07/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
596;786583;;08/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;42;6;;;08/10/2024;19/11/2024;25/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
597;786584;;11/11/2024;;Expocaccer;Patrocinio/MG;Tetis Dry;0;;;;;11/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
598;786585;;27/08/2024;;Expocaccer;Patrocinio/MG;Tetis Dry;0;29;58;12,00;129,00;27/08/2024;25/09/2024;22/11/2024;04/12/2024;03/01/2025;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
599;786586;;13/11/2024;;Nkg;Varginha/MG;Tetis Dry;23;;;;;06/12/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
600;786587;;02/12/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;02/12/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
601;786588;;31/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;40;16;;;31/10/2024;10/12/2024;26/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
602;786589;;30/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;30/08/2024;;;;;;;Extraviado;Fora do Prazo;;;;;;;;;;
603;786590;;24/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;58;0;;;24/08/2024;21/10/2024;21/10/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
604;786591;;;;Nkg;Varginha/MG;Tetis Dry;0;;;;;;;;;;;;Extraviado;Fora do Prazo;;;;;;;;;;
605;786592;;11/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;11/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
606;786593;;02/12/2024;;Nkg;Varginha/MG;Tetis Dry;45;;;;;16/01/2025;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
607;786594;;09/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;96;2;;;09/08/2024;13/11/2024;15/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
608;786596;;19/08/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;59;0;;;19/08/2024;17/10/2024;17/10/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
609;786597;;02/05/2024;;Nkg;Varginha/MG;Tetis Dry;0;96;;;;02/05/2024;06/08/2024;;;;;;No destino;Fora do Prazo;;;;;;;;;;
610;786598;;;;Nkg;Varginha/MG;Tetis Dry;0;;;;;;;;;;;;Extraviado;Fora do Prazo;;;;;;;;;;
611;786599;;12/11/2024;;CarmoCoffee;Tres Coraçoes/MG;Tetis Dry;0;37;1;;;12/11/2024;19/12/2024;20/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
612;786600;;25/11/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;4;;;;;29/11/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
613;786601;;05/04/2024;;Nkg;Varginha/MG;Tetis Dry;0;51;;;;05/04/2024;26/05/2024;;;;;;No destino;Fora do Prazo;;;;;;;;;;
614;786602;;12/11/2024;;CarmoCoffee;Tres Coraçoes/MG;Tetis Dry;0;25;13;;;12/11/2024;07/12/2024;20/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
615;786603;;21/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;21/11/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
616;786604;;20/11/2024;;Nkg;Varginha/MG;Tetis Dry;6;42;3;14,00;;26/11/2024;07/01/2025;10/01/2025;24/01/2025;;;;Em reversa para o Brasil;Dentro do Prazo;;;;;;;;;;
617;786605;;20/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;52;40;8,00;122,00;20/08/2024;11/10/2024;20/11/2024;28/11/2024;20/12/2024;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
618;786606;;11/11/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;57;3;14,00;;11/11/2024;07/01/2025;10/01/2025;24/01/2025;;;;Em reversa para o Brasil;Fora do Prazo;;;;;;;;;;
619;786607;;;;Nkg;Varginha/MG;Tetis Dry;0;;;;;;;;;;;;Extraviado;Fora do Prazo;;;;;;;;;;
620;786608;;21/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;21/08/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
621;786609;;09/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;110;0;;;09/08/2024;27/11/2024;27/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
622;786610;;29/07/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;29/07/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
623;786611;;09/10/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;41;1;8,00;72,00;09/10/2024;19/11/2024;20/11/2024;28/11/2024;20/12/2024;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
624;786612;;;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;;;;;;;;Extraviado;Fora do Prazo;;;;;;;;;;
625;786613;;18/03/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;18/03/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
626;786614;;27/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;63;1;;;27/08/2024;29/10/2024;30/10/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
627;786615;;21/10/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;71;9;15,00;;21/10/2024;31/12/2024;09/01/2025;24/01/2025;;;;Em reversa para o Brasil;Fora do Prazo;;;;;;;;;;
628;786616;;;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;;;;;;;;Extraviado;Fora do Prazo;;;;;;;;;;
