id;identificador;CCID;Data / Entrega;Requisição;Cliente;Local de Entrega;Modelo;SLA de Inserção;SLA de Viagem;SLA de retirada;SLA / Envio ao Brasil;SLA da Operação;Data / Inserção;Data / Chegada no Destino;Data / Retirada;Data / Envio ao Brasil;Data / Brasil;BL;Container;Status / Operação;Reposição;Observação;latitude;longitude;Data / Embarque Maritimo;Data / Desembarque Maritimo;SLA Terrestre;SLA Maritimo;Local;Status do Container;Data do Desembarque
198;510706;;28/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;69;0;;;28/08/2024;05/11/2024;05/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
199;510709;;19/11/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;1;;;;;20/11/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
200;510710;;19/11/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;1;;;;;20/11/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
201;510712;;19/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;19/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
202;510719;;05/12/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;;;;;05/12/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
203;510726;;28/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;49;3;;;28/10/2024;16/12/2024;19/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
204;510734;;31/05/2024;;Nkg;Varginha/MG;Tetis Dry;0;105;68;8,00;203,00;31/05/2024;13/09/2024;20/11/2024;28/11/2024;20/12/2024;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
205;510740;;29/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;48;3;;;29/10/2024;16/12/2024;19/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
206;510745;;18/11/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;1;;;;;19/11/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
207;510747;;08/11/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;08/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
208;510750;;13/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;13/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
209;510751;;27/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;80;0;;;27/08/2024;15/11/2024;15/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
210;510758;;14/11/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;;;;;14/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
211;510759;;22/08/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;58;;;;22/08/2024;19/10/2024;;;;;;No destino;Fora do Prazo;;;;;;;;;;
212;510760;;;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;;;;;;;;Estoque Cliente;Fora do Prazo;;;;;;;;;;
213;510775;;28/10/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;45;3;;;28/10/2024;12/12/2024;15/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
214;510778;;20/11/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;20/11/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
215;510778;;30/07/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;51;0;;;30/07/2024;19/09/2024;19/09/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
216;517305;;03/12/2024;;Expocaccer;Patrocinio/MG;Tetis Dry;0;;;;;03/12/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
217;517403;;01/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;01/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
218;517421;;18/09/2024;;Expocaccer;Patrocinio/MG;Tetis Dry;1;81;0;;;19/09/2024;09/12/2024;09/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
219;517422;;03/12/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;;;;;03/12/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
220;517440;;03/12/2024;;Nkg;Varginha/MG;Tetis Dry;6;;;;;09/12/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
221;517473;;07/04/2024;;Nkg;Varginha/MG;Tetis Dry;0;115;0;;;07/04/2024;31/07/2024;31/07/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
222;517474;;03/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;03/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
223;517485;;25/10/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;;;;;25/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
224;517498;;05/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;45;3;;;05/10/2024;19/11/2024;22/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
225;517499;;06/06/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;91;76;8,00;197,00;06/06/2024;05/09/2024;20/11/2024;28/11/2024;20/12/2024;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
226;517503;;24/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;24/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
227;517508;;06/06/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;53;114;8,00;197,00;06/06/2024;29/07/2024;20/11/2024;28/11/2024;20/12/2024;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
228;517518;;01/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;42;4;38,00;;01/11/2024;13/12/2024;17/12/2024;24/01/2025;;MAEU245893088;TRHU3359098;Em reversa para o Brasil;Fora do Prazo;;;;;;;;;;
229;517546;;12/11/2024;;CarmoCoffee;Tres Coraçoes/MG;Tetis Dry;0;37;1;;;12/11/2024;19/12/2024;20/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
230;517547;;21/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;51;0;;;21/10/2024;11/12/2024;11/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
231;517565;;31/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;56;0;;;31/10/2024;26/12/2024;26/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
232;517575;;19/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;49;1;16,00;;19/11/2024;07/01/2025;08/01/2025;24/01/2025;;;;Em reversa para o Brasil;Dentro do Prazo;;;;;;;;;;
233;517604;;03/12/2024;;Nkg;Varginha/MG;Tetis Dry;44;;;;;16/01/2025;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
234;517605;;18/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;18/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
235;517662;;29/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;48;3;;;29/10/2024;16/12/2024;19/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
236;517663;;02/09/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;02/09/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
237;517667;;11/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;11/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
238;517672;;29/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;51;0;;;29/10/2024;19/12/2024;19/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
239;517677;;29/10/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;41;8;;;29/10/2024;09/12/2024;17/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
240;517693;;03/12/2024;;Nkg;Varginha/MG;Tetis Dry;6;;;;;09/12/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
241;786302;;;;Golden;Santo André/SP;Tetis Dry;;;;;;;;;;;;;Estoque Cliente;Fora do Prazo;Eq. Danificado;;;;;;;;;
242;510237;;;;Golden;Santo André/SP;Tetis Dry;;;;;;;;;;;;;Estoque Cliente;Fora do Prazo;Eq. Danificado;;;;;;;;;
243;791470;;;;Golden;Santo André/SP;Tetis Dry;;;;;;;;;;;;;Estoque Cliente;Fora do Prazo;Eq. Danificado;;;;;;;;;
244;786308;;;;Golden;Santo André/SP;Tetis Dry;;;;;;;;;;;;;Estoque Cliente;Fora do Prazo;Eq. Danificado;;;;;;;;;
245;786755;;;;Golden;Santo André/SP;Tetis Dry;;;;;;;;;;;;;Estoque Cliente;Fora do Prazo;Eq. Danificado;;;;;;;;;
246;786463;;;;Golden;Santo André/SP;Tetis Dry;;;;;;;;;;;;;Estoque Cliente;Fora do Prazo;Eq. Danificado;;;;;;;;;
247;764452;;;;Cooxupe;Guaxupe/SP;Tetis Dry;0;;;;;;;;;;;;Estoque Cliente;Fora do Prazo;Eq. Sem histórico;;;;;;;;;
248;769026;;27/09/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;53;3;12,00;98,00;27/09/2024;19/11/2024;22/11/2024;04/12/2024;03/01/2025;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
249;769298;;23/09/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;23/09/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
250;769437;;25/11/2024;;Volcafe;Varginha/MG;Tetis Dry;28;;;;;23/12/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
251;769441;;13/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;13/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
252;769452;;16/09/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;60;0;;;16/09/2024;15/11/2024;15/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
253;769454;;25/11/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;;;;;;;;;;;;Estoque Cliente;Dentro do Prazo;;;;;;;;;;
254;769458;;03/12/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;1;;;;;04/12/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
255;769459;;24/07/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;24/07/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
256;769460;;20/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;20/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
257;769464;;30/08/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;;;;;30/08/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
258;769485;;12/11/2024;;CarmoCoffee;Tres Coraçoes/MG;Tetis Dry;0;37;1;;;12/11/2024;19/12/2024;20/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
259;769683;;15/06/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;77;;;;15/06/2024;31/08/2024;;;;;;No destino;Fora do Prazo;;;;;;;;;;
260;769686;;03/11/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;;;;;;;;Estoque Cliente;Fora do Prazo;;;;;;;;;;
261;769691;;07/11/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;07/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
262;769895;;14/11/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;14/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
263;769896;;30/08/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;79;;;;30/08/2024;17/11/2024;;;;;;No destino;Fora do Prazo;;;;;;;;;;
264;769900;;;;Nkg;Varginha/MG;Tetis Dry;0;;;;;;;;;;;;Extraviado;Fora do Prazo;;;;;;;;;;
265;769925;;25/10/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;45;0;;;25/10/2024;09/12/2024;09/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
266;769993;;25/11/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;15;;;;;10/12/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
267;770000;;19/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;49;1;16,00;;19/11/2024;07/01/2025;08/01/2025;24/01/2025;;;;Em reversa para o Brasil;Dentro do Prazo;;;;;;;;;;
268;770002;;30/08/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;76;0;;;30/08/2024;14/11/2024;14/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
269;770004;;23/09/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;;;;;23/09/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
270;770007;;28/08/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;51;35;12,00;128,00;28/08/2024;18/10/2024;22/11/2024;04/12/2024;03/01/2025;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
271;770015;;28/05/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;80;98;12,00;220,00;28/05/2024;16/08/2024;22/11/2024;04/12/2024;03/01/2025;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
272;770022;;30/08/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;;;;;30/08/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
273;770033;;09/10/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;36;6;8,00;72,00;09/10/2024;14/11/2024;20/11/2024;28/11/2024;20/12/2024;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
274;770034;;30/07/2024;;Nkg;Varginha/MG;Tetis Dry;0;133;0;;;30/07/2024;10/12/2024;10/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
275;770037;;12/11/2024;;CarmoCoffee;Tres Coraçoes/MG;Tetis Dry;0;24;25;;;12/11/2024;06/12/2024;31/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
276;770046;;18/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;18/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
277;770047;;10/10/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;10/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
278;770059;;17/06/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;42;114;8,00;186,00;17/06/2024;29/07/2024;20/11/2024;28/11/2024;20/12/2024;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
279;770060;;26/08/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;57;31;12,00;130,00;26/08/2024;22/10/2024;22/11/2024;04/12/2024;03/01/2025;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
280;786152;;13/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;56;1;;;13/11/2024;08/01/2025;09/01/2025;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
281;786153;;30/08/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;53;0;;;30/08/2024;22/10/2024;22/10/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
282;786154;;03/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;65;0;;;03/10/2024;07/12/2024;07/12/2024;;;MEDUFX144704;MSMU2311862;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
283;786155;;10/10/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;10/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
284;786156;;22/07/2024;;Nkg;Varginha/MG;Tetis Dry;0;84;;;;22/07/2024;14/10/2024;;;;;;No destino;Fora do Prazo;;;;;;;;;;
285;786157;;13/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;13/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
286;786158;;14/10/2024;;CarmoCoffee;Tres Coraçoes/MG;Tetis Dry;0;65;0;37,00;;14/10/2024;18/12/2024;18/12/2024;24/01/2025;;;;Em reversa para o Brasil;Fora do Prazo;;;;;;;;;;
287;786159;;29/10/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;41;1;;;29/10/2024;09/12/2024;10/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
288;786160;;04/06/2024;;Nkg;Varginha/MG;Tetis Dry;0;72;99;12,00;213,00;04/06/2024;15/08/2024;22/11/2024;04/12/2024;03/01/2025;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
289;786161;;19/06/2024;;Nkg;Varginha/MG;Tetis Dry;0;57;99;12,00;198,00;19/06/2024;15/08/2024;22/11/2024;04/12/2024;03/01/2025;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
290;786162;;30/08/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;97;0;;;30/08/2024;05/12/2024;05/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
291;786163;;19/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;49;2;15,00;;19/11/2024;07/01/2025;09/01/2025;24/01/2025;;;;Em reversa para o Brasil;Dentro do Prazo;;;;;;;;;;
292;786164;;13/11/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;13/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
293;786166;;26/09/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;;;;;;;;;;;;Estoque Cliente;Fora do Prazo;;;;;;;;;;
294;786167;;19/11/2024;;Nkg;Varginha/MG;Tetis Dry;1;27;1;37,00;;20/11/2024;17/12/2024;18/12/2024;24/01/2025;;;;Em reversa para o Brasil;Dentro do Prazo;;;;;;;;;;
295;786168;;03/07/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;86;0;;;03/07/2024;27/09/2024;27/09/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
296;786169;;20/05/2024;;Nkg;Varginha/MG;Tetis Dry;0;215;2;;;20/05/2024;21/12/2024;23/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
297;786170;;19/11/2024;;Nkg;Varginha/MG;Tetis Dry;1;27;1;37,00;;20/11/2024;17/12/2024;18/12/2024;24/01/2025;;;;Em reversa para o Brasil;Dentro do Prazo;;;;;;;;;;
298;786172;;03/12/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;1;;;;;04/12/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
299;786173;;29/05/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;33;23;;;29/05/2024;01/07/2024;24/07/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
300;786174;;11/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;11/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
301;786176;;09/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;09/08/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
302;786177;;15/07/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;;;;;;;;Estoque Cliente;Fora do Prazo;;;;;;;;;;
303;786178;;15/10/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;70;;;;15/10/2024;24/12/2024;;;;;;No destino;Fora do Prazo;;;;;;;;;;
304;786179;;26/09/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;;;;;;;;;;;;Estoque Cliente;Fora do Prazo;;;;;;;;;;
305;786180;;11/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;11/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
306;786181;;13/06/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;;;;;13/06/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
307;786182;;18/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;18/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
308;786183;;23/09/2024;;Volcafe;Varginha/MG;Tetis Dry;0;57;1;8,00;88,00;23/09/2024;19/11/2024;20/11/2024;28/11/2024;20/12/2024;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
309;786184;;28/10/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;45;0;;;28/10/2024;12/12/2024;12/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
310;786185;;19/09/2024;;Expocaccer;Patrocinio/MG;Tetis Dry;0;84;;;;19/09/2024;12/12/2024;;;;;;No destino;Fora do Prazo;;;;;;;;;;
311;786186;;18/04/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;120;;;;18/04/2024;16/08/2024;;;;;;No destino;Fora do Prazo;;;;;;;;;;
312;786187;;;;Nkg;Varginha/MG;Tetis Dry;0;;;;;;;;;;;;Extraviado;Fora do Prazo;;;;;;;;;;
313;786188;;13/06/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;;;;;13/06/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
314;786189;;15/10/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;70;2;;;15/10/2024;24/12/2024;26/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
315;786191;;31/05/2024;;Nkg;Varginha/MG;Tetis Dry;0;105;68;8,00;203,00;31/05/2024;13/09/2024;20/11/2024;28/11/2024;20/12/2024;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
316;786192;;04/06/2024;;Nkg;Varginha/MG;Tetis Dry;0;69;102;12,00;213,00;04/06/2024;12/08/2024;22/11/2024;04/12/2024;03/01/2025;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
317;786193;;04/06/2024;;Nkg;Varginha/MG;Tetis Dry;0;69;102;12,00;213,00;04/06/2024;12/08/2024;22/11/2024;04/12/2024;03/01/2025;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
318;786194;;04/06/2024;;Nkg;Varginha/MG;Tetis Dry;0;72;99;12,00;213,00;04/06/2024;15/08/2024;22/11/2024;04/12/2024;03/01/2025;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
319;786195;;04/06/2024;;Nkg;Varginha/MG;Tetis Dry;0;73;98;12,00;213,00;04/06/2024;16/08/2024;22/11/2024;04/12/2024;03/01/2025;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
320;786196;;15/05/2024;;Nkg;Varginha/MG;Tetis Dry;0;107;82;8,00;219,00;15/05/2024;30/08/2024;20/11/2024;28/11/2024;20/12/2024;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
321;786197;;04/06/2024;;Nkg;Varginha/MG;Tetis Dry;0;142;27;8,00;199,00;04/06/2024;24/10/2024;20/11/2024;28/11/2024;20/12/2024;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
322;786198;;08/05/2024;;Nkg;Varginha/MG;Tetis Dry;7;49;0;;;15/05/2024;03/07/2024;03/07/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
323;786199;;04/06/2024;;Nkg;Varginha/MG;Tetis Dry;0;72;99;12,00;213,00;04/06/2024;15/08/2024;22/11/2024;04/12/2024;03/01/2025;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
324;786200;;05/09/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;49;27;8,00;106,00;05/09/2024;24/10/2024;20/11/2024;28/11/2024;20/12/2024;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
325;786201;;04/09/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;57;0;;;04/09/2024;31/10/2024;31/10/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
326;786202;;04/06/2024;;Nkg;Varginha/MG;Tetis Dry;0;55;114;8,00;199,00;04/06/2024;29/07/2024;20/11/2024;28/11/2024;20/12/2024;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
327;786203;;04/06/2024;;Nkg;Varginha/MG;Tetis Dry;0;73;98;12,00;213,00;04/06/2024;16/08/2024;22/11/2024;04/12/2024;03/01/2025;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
328;786204;;31/08/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;;;;;31/08/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
329;786205;;06/11/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;06/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
330;786206;;30/08/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;78;2;;;30/08/2024;16/11/2024;18/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
331;786207;;02/09/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;63;0;;;02/09/2024;04/11/2024;04/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
332;786208;;30/08/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;15;59;0;;;14/09/2024;12/11/2024;12/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
333;786209;;12/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;12/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
334;786210;;30/08/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;61;;;;30/08/2024;30/10/2024;;;;;;No destino;Fora do Prazo;;;;;;;;;;
335;786211;;11/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;25;48;;;11/11/2024;06/12/2024;23/01/2025;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
336;786215;;11/11/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;37;1;;;11/11/2024;18/12/2024;19/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
337;786216;;03/12/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;1;;;;;04/12/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
338;786223;;15/10/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;15/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
339;786224;;06/05/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;88;112;12,00;242,00;06/05/2024;02/08/2024;22/11/2024;04/12/2024;03/01/2025;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
340;786226;;07/06/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;96;70;8,00;196,00;07/06/2024;11/09/2024;20/11/2024;28/11/2024;20/12/2024;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
